,title,dept,procurement_stage,notice_status,contract location,contract_value,publication_year,closing_year,status
1950,COV - Work Related Learning  DPS 2021		,Coventry City Council (COV), Opportunity, Open, CV1 2GN,4900000.0,2021.0,2026,Closing
1951,WSCC SB Reopening of the Framework for the Provision of Family and Community Support for Children and Young People with Severe and Complex Disabilities and/or Autism		,West Sussex County Council (CAP), Opportunity, Open, PO19 1RQ,5000000.0,2021.0,2025,Closing
1952,21034 Social and Education Transport Services Dynamic Purchasing System 2021		,Cambridgeshire County Council, Opportunity, Open, England,,2021.0,2026,Closing
1953,T1-5936-Sage-DPS-Defects		,Sage Housing Association, Opportunity, Open," North East, Yorkshire and the Humber, North West, East Midlands, West Midlands, East of England, South East, South West, London",,2021.0,2026,Closing
1954,LLDC QEOP Operational Contracts		,London Legacy Development Corporation, Opportunity, Open, London,,2021.0,2022,Closing
1955,TD1306 - DPS for the provision of special educational needs and disability placements in Independent and Non-Maintained Special Schools and Special Post 16 Institutions		,Derby City Council, Opportunity, Open, East Midlands,40000000.0,2020.0,2023,Closing
1956,"London and Quadrant Housing Trust - Groundwork, RC Frame, External Works and Piling - Dynamic Purchasing System (DPS)		",L&Q Construction, Opportunity, Open, E15 4PH,,2021.0,2031,Closing
1957,Local HealthWatch Service		,Wirral Borough Council, Future opportunity, Open, United Kingdom,,2021.0,2028,Approach
1958,Wirral Stop Smoking Service		,Wirral Borough Council, Future opportunity, Open, United Kingdom,,2021.0,2027,Approach
1959,Children and Young People Continuing Healthcare		,NHS Arden and Greater East Midlands Commissioning Support Unit, Opportunity, Open, East of England,1.0,2021.0,2026,Closing
1960,NHS Continuing Healthcare Services for Norfolk and Waveney		,NHS Arden and Greater East Midlands Commissioning Support Unit, Opportunity, Open, East of England,1.0,2021.0,2024,Closing
1961,Sexual Health Education Relationships and Wellbeing for Young People		,Wirral Borough Council, Future opportunity, Open, United Kingdom,,2021.0,2023,Approach
1962,Provision of Testing Services		,Construction Industry Training Board, Opportunity, Open, Any region,,2021.0,2022,Closing
1963,Public Health England - Weight Management Services		,PAGABO, Opportunity, Open, SE1 8UG,30379636.84,2021.0,2024,Closing
1964,T830 Make Happen Quasi-DPS		,UNIVERSITY OF ESSEX, Opportunity, Open, East of England,1800000.0,2019.0,2022,Closing
1965,Ethnic Minority Health Improvement and Inequalities Programme		,Wirral Borough Council, Future opportunity, Open, United Kingdom,,2021.0,2025,Approach
1966,Healthy Child Programme (0-19 years) Health Improvement		,Wirral Borough Council, Future opportunity, Open, United Kingdom,,2021.0,2023,Approach
1967,River Thames Scheme - Construction Partner - Market Engagement		,Defra Network eTendering Portal, Early engagement, Open, London,0.0,2021.0,2022,Closing
1968,GP Services Purchasing System (PDPS) for APMS contracts: GP services and GP Caretaking services		,NHS Arden and Greater East Midlands Commissioning Support Unit, Opportunity, Open," United Kingdom, Isle of Man, Channel Islands",1.0,2020.0,2024,Closing
1969,Apprenticeships Training Dynamic Marketplace		,Crown Commercial Service, Opportunity, Open," United Kingdom, Isle of Man, Channel Islands",,2019.0,2023,Closing
1970,Cat 1 - Software and Licencing		,CTM Portal for the NDA Shared Services Alliance, Opportunity, Open, WA3 6AE,23500000.0,2021.0,2025,Closing
1971,London and Quadrant Housing Trust - Sales Agents Dynamic Purchasing System		,L&Q Construction, Opportunity, Open, E15 4PH,,2021.0,2025,Closing
1972,HCI (Dell VxRail) Capacity Extension Provision and Management		,London Borough of Redbridge, Future opportunity, Open, England,450000.0,2021.0,2024,Approach
1973,Open Framework for Emergency Accommodation		,Fenland District Council, Opportunity, Open, East of England,,2021.0,2023,Closing
1974,"Responsive Repairs, Voids and Associated Works (E,W&NI) Dynamic Purchasing System		",Procurement For Housing, Opportunity, Open, WA2 0YL,980000000.0,2020.0,2025,Closing
1975,20-154 Childrens Public Health Nursing Service		,Rotherham MBC, Future opportunity, Open, Yorkshire and the Humber,51000000.0,2021.0,2022,Approach
1976,"20-336 - All-age Drug and Alcohol advice, treatment and recovery service		",Rotherham MBC, Future opportunity, Open, Yorkshire and the Humber,,2021.0,2022,Approach
1977,Young People's Confidential Online Counselling and Advice Service		,Wirral Borough Council, Future opportunity, Open, North West,,2021.0,2022,Approach
1978,Preventative and Early Intervention School Based Counselling Service for Young People		,Wirral Borough Council, Future opportunity, Open, North West,,2021.0,2022,Approach
1979,Subscription Based Research Services: Executive Programs & Technical Professionals		,University Hospitals of Leicester NHS Trust, Future opportunity, Open, United Kingdom,,2021.0,2023,Approach
1980,Local Bus and Shared Taxi & Demand Responsive Services DPS		,Milton Keynes Council, Opportunity, Open, MK9 3EJ,15000000.0,2021.0,2025,Closing
1981,A567 Bridgeall Libraries - CollectionHQ		,Barnsley Metropolitan Borough Council, Future opportunity, Open, England,,2021.0,2023,Approach
1982,"DPS for Voluntary, Charitable and Social Enterprises (VCSE's) for ad hoc and lower value Goods, Services and Works		",Orbit Group Limited, Opportunity, Open, England,,2021.0,2031,Closing
1983,Energy Efficient Retrofit Installers (CPU4591)		,Nottingham City Council, Opportunity, Open, United Kingdom,,2021.0,2025,Closing
1984,Help to Live at Home Open Framework		,HAMPSHIRE COUNTY COUNCIL, Opportunity, Open, South East,,2017.0,2022,Closing
1985,PRA Rulebook		,Bank of England, Future opportunity, Open, England,,2021.0,2022,Approach
1986,LPS CAS - Provision of Local Bus Services and School Bus Servics in Lancashire		,Lancashire County Council, Opportunity, Open, North West,,2021.0,2029,Closing
1987,Dynamic Purchasing System for Intervention Services in Worcestershire		,Worcestershire County Council, Opportunity, Open, WR5 2NP,,2019.0,2024,Closing
1988,Supported living and residential care for adults with a learning disability in the London Borough of Richmond upon Thames 2022		,London Borough of Richmond upon Thames, Opportunity, Open, London,,2021.0,2022,Closing
1989,"Sales, Marketing & Communications Goods & Services DPS		",Abri, Opportunity, Open, so50 6ad,16000000.0,2020.0,2024,Closing
1990,T1-5622-ISHA-DPS-Repairs		,Islington and Shoreditch Housing Association, Opportunity, Open, South East,,2021.0,2031,Closing
1991,A007_IEG_Local Welfare Assistance		,Barnsley Metropolitan Borough Council, Future opportunity, Open, England,,2021.0,2023,Approach
1992,East Forest District Ground Preparation Works		,Forestry England, Opportunity, Open, Any region,,2021.0,2029,Closing
1993,Information Technology (IT) Dynamic Purchasing System (DPS)		,Abri, Opportunity, Open, so50 6ad,12000000.0,2019.0,2023,Closing
1994,Strategic Capacity -  Suicide Prevention and Mental Health Wellbeing Programme		,Wirral Borough Council, Future opportunity, Open, North West,,2021.0,2023,Approach
1995,Dynamic Purchasing System for Retrofit Programme Delivery Services		,PROCURE PLUS HOLDINGS LIMITED, Opportunity, Open, North West,207500000.0,2021.0,2026,Closing
1996,Supply of Energy 2		,Crown Commercial Service, Future opportunity, Open, United Kingdom,,2021.0,2022,Approach
1997,Passenger Transport - Dynamic Purchasing System		,Dorset Council, Opportunity, Open, South West,,2021.0,2025,Closing
1998,Delivery Partner Dynamic Purchasing System		,Homes England (the name adopted by the Homes and Communities Agency), Opportunity, Open, England,,2021.0,2031,Closing
1999,YPO - 001051 Insurance Placement DPS For Housing sector		,YPO, Opportunity, Open, Any region,500000000.0,2021.0,2030,Closing
2000,Category 1 - Robot (System) Simulation / Virtual Reality / Augmented Reality		,CTM Portal for the NDA Shared Services Alliance, Opportunity, Open, WA3 6AE,10000000.0,2021.0,2023,Closing
2001,Housing Maintenance and Management		,Crown Commercial Service, Future opportunity, Open, United Kingdom,,2021.0,2022,Approach
2002,Educational and Children's Social Care Professionals		,DEPARTMENT FOR EDUCATION, Opportunity, Open, Any region,,2019.0,2023,Closing
2003,Non-BMBC staff Laptops/ Kit - European Social Funding		,Barnsley Metropolitan Borough Council, Future opportunity, Open, United Kingdom,30000.0,2021.0,2023,Approach
2004,Home Group Contractor Dynamic Purchasing System North East		,Home Group, Opportunity, Open, North East,,2021.0,2026,Closing
2005,Energy Efficient Retrofit Professional Services (CPU4592)		,Nottingham City Council, Opportunity, Open, United Kingdom,50000000.0,2021.0,2025,Closing
2006,YPO - 001080  The Supply of Renewable Biomass And Related Services		,YPO, Opportunity, Open, Any region,5000000.0,2021.0,2025,Closing
2007,Home Group Development Contractors Dynamic Purchasing System Cumbria		,Home Group, Opportunity, Open, North West,,2021.0,2026,Closing
2008,Temporary Accommodation Dynamic Purchasing System		,London Borough of Hackney, Opportunity, Open, England,,2021.0,2024,Closing
2009,Provision of Healthy Behaviours (Lifestyle) Services		,Torbay Council, Future opportunity, Open, South West,,2021.0,2022,Approach
2010,Business Support Services DPS		,Warwickshire County Council, Opportunity, Open, West Midlands,30000000.0,2021.0,2026,Closing
2011,WP3563 - Residential and Nursing Care Services 2020 - NEW APPLICATIONS ONLY		,Walsall Council e-Tendering, Opportunity, Open, WS1 1TP,,2020.0,2023,Closing
2012,Freight and Haulage Services		,NEUPC Ltd, Opportunity, Open, Any region,,2019.0,2024,Closing
2013,RM Partners Evaluation		,Chelsea & Westminster Hospital and The Royal Marsden NHS Foundation Trusts, Future opportunity, Open, United Kingdom,,2021.0,2023,Approach
2014,The Sellafield Colleague Development Programme (CDP)		,Sellafield, Early engagement, Open, North West,0.0,2021.0,2022,Closing
2015,Nursing Homes Preferred Provider List For Derby and Derbyshire CCG		,NHS Arden and Greater East Midlands Commissioning Support Unit, Opportunity, Open, East Midlands,1.0,2021.0,2026,Closing
2016,BEIS Heat Networks Investment Vehicle (BHIVE)		,"Department for Business, Energy & Industrial Strategy (BEIS)", Opportunity, Open, United Kingdom,,2020.0,2023,Closing
2017,Accounts Payable and Contract Compliance Review		,London Borough of Waltham Forest, Future opportunity, Open, South East,,2021.0,2023,Approach
2018,YPO - 001056 Metering and Meter Data Services		,YPO, Opportunity, Open, Any region,10000000.0,2021.0,2025,Closing
2019,Dynamic Purchasing System for Data Sources and Services including Expertise (DPS Data SaSiE)		,Office for National Statistics, Opportunity, Open, NP10 8XG,8000000.0,2019.0,2024,Closing
2020,A542_Triscan_Odyssey Fuel System		,Barnsley Metropolitan Borough Council, Future opportunity, Open, United Kingdom,48622.0,2021.0,2025,Approach
2021,Lateral Flow Dynamic Purchasing System Process Webinar		,Department of Health and Social Care (T&T), Early engagement, Open, United Kingdom,0.0,2021.0,2022,Closing
2022,Postgraduate Qualification in Social Care		,Buckinghamshire Council, Future opportunity, Open, England,,2021.0,2023,Approach
2023,Herefordshire Stop Smoking Services - Pharmacotherapy		,Herefordshire Council, Opportunity, Open, West Midlands,,2021.0,2023,Closing
2024,Pupils Excluded from Wirral Schools		,Wirral Borough Council, Future opportunity, Open, North West,,2021.0,2026,Approach
2025,P0504A - Home to Schools Transport Service - Dynamic Purchasing System (DPS) Open		,Birmingham City Council, Opportunity, Open, B4 7WB,,2019.0,2023,Closing
2026,KMCIT-142 Check Point Security Gateway Replacement		,Kirklees Council, Future opportunity, Open, England,,2021.0,2023,Approach
2027,Design Team Services DPS		,FCO Services, Opportunity, Open, Any region,,2021.0,2026,Closing
2028,BHCC HP DPS for Construction Related Consultancy - 2021		,Brighton and Hove City Council, Opportunity, Open, BN1 1JE,5000000.0,2021.0,2025,Closing
2029,Midland Heart Dynamic Purchasing System (DPS) - In House Maintenance Team and Assets.		,Midland Heart, Opportunity, Open, B15 1LZ,,2020.0,2029,Closing
2030,"DPS for Skills Providers and Training Provision, Skills For Growth: Cheshire and Warrington: ESF Ref: 03S19P03307		",University Of Chester, Opportunity, Open, North West,,2019.0,2023,Closing
2031,YPO - 001066 Alternative Fuelled Vehicles DPS		,Yorkshire Purchasing Organisation, Opportunity, Open, United Kingdom,1000000000.0,2021.0,2031,Closing
2032,RE20510 UK SBS High Value Equipment DPS		,UK SHARED BUSINESS SERVICES LIMITED, Opportunity, Open, United Kingdom,,2020.0,2023,Closing
2033,RE20505 UK SBS Low Value Equipment DPS		,UK SHARED BUSINESS SERVICES LIMITED, Opportunity, Open, United Kingdom,,2020.0,2023,Closing
2034,VCSE Community Mental Health Framework		,Midlands Partnership Foundation Trust, Opportunity, Open, West Midlands,2000000.0,2021.0,2024,Closing
2035,TC1072 Repairs and Maintenance Services to Northwards Housing Managed Stock And Leasehold Properties And New Adaptations Across All Manchester City Council Housing (2021 -  2024)		,Manchester City Council, Future opportunity, Open, North West,,2021.0,2023,Approach
2036,Zero Emissions Delivery (ZED) Service for the London Borough of Waltham Forest		,London Borough of Waltham Forest, Future opportunity, Open, England,,2021.0,2023,Approach
2037,Live Chat Services - Benefits		,London Borough of Waltham Forest, Future opportunity, Open, England,42000.0,2021.0,2023,Approach
2038,DPS for the provision of Secure Construction Works (UK)		,FCO Services, Opportunity, Open, Any region,,2021.0,2026,Closing
2039,Greater South East Energy Hub Trades DPS		,Cambridgeshire & Peterborough Combined Authority, Opportunity, Open, England,1000000000.0,2021.0,2026,Closing
2040,Hampshire Accommodation Development and Support Options Model Open Framework (HADSOM)		,HAMPSHIRE COUNTY COUNCIL, Opportunity, Open, South East,,2021.0,2022,Closing
2041,ITS190092 Support and Maintenance of Qube Property Management software		,Leeds City Council, Future opportunity, Open, England,,2021.0,2022,Approach
2042,Heat Networks and Electricity Generation Assets (HELGA)		,Crown Commercial Service, Opportunity, Open, Any region,,2019.0,2022,Closing
2043,Major Building Works		,Telford & Wrekin Council, Opportunity, Open, United Kingdom,,2021.0,2023,Closing
2044,Professional Consultancy Services		,Telford & Wrekin Council, Opportunity, Open," United Kingdom, Isle of Man, Channel Islands",,2020.0,2023,Closing
